9.051155431908765081e+01,7.160419413880821082e+01,2.260837999999999681e+00,1.176616335341534239e+02,1.031429058611917782e+02,3.285902000000000100e+00
9.029884072621500479e+01,7.203461996734837669e+01,2.356608999999999732e+00,1.159553164680103237e+02,1.033443800326516140e+02,3.390131000000000228e+00
9.006480296089041815e+01,7.197266636732241807e+01,2.352087000000000039e+00,1.159943090768536393e+02,1.034479336326775751e+02,3.385493000000000308e+00
8.632302072591126318e+01,7.146825691627215349e+01,2.260959999999999859e+00,1.160562802777166951e+02,1.051526430837278525e+02,3.293619999999999770e+00
8.339695425256449823e+01,7.160674918217766560e+01,2.168617999999999935e+00,1.154365874619985277e+02,1.065553508178223296e+02,3.202961999999999865e+00
8.083231421071374712e+01,7.208460618447844581e+01,2.075397999999999854e+00,1.146107344676598103e+02,1.079365952683212555e+02,3.113182000000000116e+00
7.854006024012274167e+01,7.287492537672559934e+01,1.981554000000000038e+00,1.136965308949732787e+02,1.093073987837830003e+02,3.024026000000000103e+00
7.651115330828578465e+01,7.396527809044000890e+01,1.887268000000000168e+00,1.127299205038112433e+02,1.106620961113704880e+02,2.935312000000000143e+00
7.475472712903840034e+01,7.533892149688388429e+01,1.792669999999999764e+00,1.117267562156867200e+02,1.119972250622942198e+02,2.846909999999999830e+00
7.328570059489182142e+01,7.698334138984525055e+01,1.697848999999999720e+00,1.106951268102620247e+02,1.133021047722332213e+02,2.758731000000000044e+00
7.211932885124431891e+01,7.888694145444948447e+01,1.602867999999999959e+00,1.096409728457873740e+02,1.145641176874987934e+02,2.670711999999999975e+00
7.124046702219237659e+01,8.102531013281985395e+01,1.507771999999999890e+00,1.085976329778076206e+02,1.157808917969809386e+02,2.582808000000000437e+00
7.056665865587176256e+01,8.334697606391338809e+01,1.412591999999999848e+00,1.076641413441282396e+02,1.169764699072119924e+02,2.494988000000000206e+00
7.043573548370500248e+01,8.341117572878708586e+01,1.411129999999999995e+00,1.076801645162950081e+02,1.172061067527950229e+02,2.493510000000000115e+00
6.854848771883175118e+01,8.553836145566262417e+01,1.380700999999999956e+00,1.073159122811682522e+02,1.209414826223577961e+02,2.464839000000000446e+00
6.729761156115220899e+01,8.837817667998504589e+01,1.348859999999999948e+00,1.064888884388477948e+02,1.240295946447106559e+02,2.437580000000000080e+00
6.626612347577845696e+01,9.141397135434706911e+01,1.316182999999999881e+00,1.056184765242215491e+02,1.269798796688914422e+02,2.411157000000000217e+00
6.535575716374808053e+01,9.451871389936884782e+01,1.283018999999999910e+00,1.048045428362519118e+02,1.299130679013672136e+02,2.385221000000000036e+00
6.454543340473152568e+01,9.766371094710365242e+01,1.249569999999999848e+00,1.040698665952684649e+02,1.328560762060181162e+02,2.359570000000000167e+00
6.383120464797607951e+01,1.008402603381436080e+02,1.215951000000000004e+00,1.034195953520239328e+02,1.358116014009854950e+02,2.334089000000000080e+00
6.321314621342614970e+01,1.040436078298522347e+02,1.182228999999999974e+00,1.028547537865738377e+02,1.387761903461982627e+02,2.308711000000000180e+00
6.269195848726138109e+01,1.072719568049327705e+02,1.148439999999999905e+00,1.023760415127386096e+02,1.417479124338501038e+02,2.283399999999999874e+00
6.226808857983851908e+01,1.105233399287745328e+02,1.114605999999999764e+00,1.019837114201614980e+02,1.447245331749015236e+02,2.258134000000000086e+00
6.194196551075242496e+01,1.137939392729805803e+02,1.080737999999999976e+00,1.016777344892475838e+02,1.477018762933323330e+02,2.232902000000000164e+00
6.199510055693944821e+01,1.139450668020805324e+02,1.085358000000000045e+00,1.016150994430605436e+02,1.476840474217557926e+02,2.238282000000000327e+00
6.227870922613890059e+01,1.156161652961457378e+02,1.178132999999999875e+00,1.009708907738611003e+02,1.486169696991724152e+02,2.345507000000000009e+00
6.181029360634328640e+01,1.161813976330735301e+02,1.271587000000000023e+00,1.008118063936567097e+02,1.506017776792625966e+02,2.452053000000000260e+00
6.103221647390869720e+01,1.164810016729059754e+02,1.365603999999999818e+00,1.007115835260913173e+02,1.527765089011837745e+02,2.558035999999999976e+00
6.009908461091699650e+01,1.167594092815623270e+02,1.460072999999999954e+00,1.005239153890830153e+02,1.548724042816058670e+02,2.663567000000000018e+00
5.907157688839136966e+01,1.170894567797573842e+02,1.554898000000000113e+00,1.001992231116086458e+02,1.567925523376219417e+02,2.768742000000000036e+00
5.802663005935147567e+01,1.175082074268030965e+02,1.650004000000000026e+00,9.967424329070020406e+01,1.584779892414209712e+02,2.873636000000000301e+00
5.707346543098388025e+01,1.180505010343215844e+02,1.745327999999999768e+00,9.885530543676468085e+01,1.598718859097612324e+02,2.978311999999999848e+00
5.622872323931051852e+01,1.187167593033737774e+02,1.840822999999999876e+00,9.774307600007543329e+01,1.609555263642565137e+02,3.082816999999999918e+00
5.549925153506213604e+01,1.194866845090553511e+02,1.936450999999999922e+00,9.635089975090751580e+01,1.617316154909446482e+02,3.187189000000000050e+00
5.485050790056151726e+01,1.202252198235243981e+02,2.032181000000000015e+00,9.473374513845536171e+01,1.623208801764756117e+02,3.291459000000000135e+00
5.465247828611053649e+01,1.201812653643223143e+02,2.034575999999999940e+00,9.472312031275417610e+01,1.624665346356777036e+02,3.293844000000000438e+00
5.168695858950466970e+01,1.202061984338114939e+02,2.081729999999999858e+00,9.353485201232584245e+01,1.644605015661885261e+02,3.342289999999999761e+00
4.950507424171365756e+01,1.208747278682411803e+02,2.127726999999999702e+00,9.147411997533747297e+01,1.656139721317588283e+02,3.391893000000000047e+00
4.752127850381021545e+01,1.216428565665347890e+02,2.172919999999999963e+00,8.913281597697296377e+01,1.664637434334652255e+02,3.442299999999999915e+00
4.558246615440551608e+01,1.223669777302359165e+02,2.217562000000000033e+00,8.667429247149581784e+01,1.671497222697641121e+02,3.493257999999999974e+00
4.365286708741543720e+01,1.230083916902820533e+02,2.261829000000000089e+00,8.414419526554596018e+01,1.677042083097179557e+02,3.544591000000000047e+00
4.172736164873859366e+01,1.235596440365711715e+02,2.305838000000000054e+00,8.155788343294575782e+01,1.681369559634288748e+02,3.596182000000000212e+00
3.980866722943563474e+01,1.240158724814178441e+02,2.349667999999999868e+00,7.892295979453295729e+01,1.684467275185821507e+02,3.647952000000000528e+00
3.790131362589841757e+01,1.243767728857595216e+02,2.393372999999999529e+00,7.624529457511405894e+01,1.686338271142404892e+02,3.699847000000000108e+00
3.601022143838694944e+01,1.246413192888755503e+02,2.436988999999999628e+00,7.353056720076304487e+01,1.686972807111244776e+02,3.751831000000000138e+00
3.412294467448024449e+01,1.248007649926064460e+02,2.480537999999999688e+00,7.080068637123402198e+01,1.686438350073935624e+02,3.803882000000000208e+00
3.432137201485998901e+01,1.249473718624082466e+02,2.480141999999999847e+00,7.051944341432752594e+01,1.684969281375917944e+02,3.804278000000000048e+00
3.622271563775552039e+01,1.266089385358366286e+02,2.472480999999999707e+00,6.695828436224448410e+01,1.668350614641634024e+02,3.811939000000000188e+00
3.620327228000495268e+01,1.271007028480063497e+02,2.465337999999999585e+00,6.531772771999504812e+01,1.663412971519936718e+02,3.819082000000000310e+00
3.554508375387025154e+01,1.272001179426475801e+02,2.458674999999999944e+00,6.431591624612975977e+01,1.662418820573524272e+02,3.825744999999999951e+00
3.467046179300291442e+01,1.271622223166224614e+02,2.452437999999999896e+00,6.353053820699707899e+01,1.662777776833775363e+02,3.831981999999999999e+00
3.372369218859834916e+01,1.270780147069568216e+02,2.446571999999999747e+00,6.281730781140164765e+01,1.663619852930431762e+02,3.837848000000000148e+00
3.275433867633446994e+01,1.269765621484947644e+02,2.441025999999999918e+00,6.212666132366553029e+01,1.664614378515052238e+02,3.843393999999999977e+00
3.177940993682537396e+01,1.268708993962721649e+02,2.435756999999999728e+00,6.144159006317462968e+01,1.665671006037278232e+02,3.848663000000000167e+00
3.080429568733285706e+01,1.267625726924662501e+02,2.430725999999999942e+00,6.075670431266715354e+01,1.666734273075337285e+02,3.853693999999999953e+00
2.983057997868335676e+01,1.266547454264088515e+02,2.425899999999999945e+00,6.007042002131664304e+01,1.667812545735911272e+02,3.858519999999999950e+00
2.885875059431358025e+01,1.265460947349182987e+02,2.421248999999999985e+00,5.938224940568642296e+01,1.668879052650817414e+02,3.863170999999999911e+00
