1.720014220631545641e+02,2.212430761225483877e+00,2.484566999999999748e+00,1.880594679914581491e+02,1.852098870055287350e+01,3.516376000000000168e+00
1.687707715622783269e+02,9.400193823628377743e-01,2.593312999999999757e+00,1.844628809940987821e+02,2.077516214497764580e+01,3.426503999999999994e+00
1.657168162579788202e+02,1.083806870148617207e+00,2.649255000000000138e+00,1.806230777332027628e+02,2.146196701978312404e+01,3.389324000000000225e+00
1.625810445381483476e+02,1.530541682591252339e+00,2.679903999999999620e+00,1.768855500993648207e+02,2.182802113250502174e+01,3.377455000000000318e+00
1.592717440070026669e+02,1.873374093826688735e+00,2.698210999999999693e+00,1.733144789224160434e+02,2.223273155668623602e+01,3.377939000000000025e+00
1.558724447357149927e+02,2.149539737753160651e+00,2.710373999999999839e+00,1.698276721407981142e+02,2.263939936333649072e+01,3.384571000000000218e+00
1.524254324345696148e+02,2.376256885174841571e+00,2.719446999999999726e+00,1.663826390232331960e+02,2.303068901763830567e+01,3.394296000000000202e+00
1.489525906003929379e+02,2.561961532281660681e+00,2.726954999999999796e+00,1.629574838569374720e+02,2.339799443913519283e+01,3.405586000000000002e+00
1.454651723576493225e+02,2.711117446092195848e+00,2.733665999999999929e+00,1.595408871483951714e+02,2.373723255390780551e+01,3.417675000000000463e+00
1.419710122667888186e+02,2.825715202829858441e+00,2.739965999999999902e+00,1.561290424614615233e+02,2.404602479717014418e+01,3.430174000000000056e+00
1.384720743778406415e+02,2.906847618605322481e+00,2.746051999999999715e+00,1.527179795651609027e+02,2.432329238139467975e+01,3.442887999999999948e+00
1.382985875011333974e+02,2.897939415718044032e+00,2.742424000000000195e+00,1.526070821442525869e+02,2.434501058428195819e+01,3.439717000000000358e+00
1.348150470466866295e+02,2.807992079836003185e+00,2.670094999999999885e+00,1.504521171866044824e+02,2.491176792016399588e+01,3.376045000000000407e+00
1.313307264940960977e+02,2.898870388031626888e+00,2.598093999999999681e+00,1.483423426653079105e+02,2.568072961196837056e+01,3.312046000000000490e+00
1.278873649870182021e+02,3.177302463269779054e+00,2.526278999999999719e+00,1.462636017987084927e+02,2.664010753673022336e+01,3.247861000000000331e+00
1.245081685276677348e+02,3.644516121955401644e+00,2.454566999999999943e+00,1.442187215516022718e+02,2.778313387804460177e+01,3.183572999999999986e+00
1.212102844036808023e+02,4.301431180169140944e+00,2.382908999999999722e+00,1.422125322935724228e+02,2.910124924985039740e+01,3.119231000000000087e+00
1.180231046894838300e+02,5.175230934986586817e+00,2.311276999999999582e+00,1.402436552279891657e+02,3.055829537956130082e+01,3.054863000000000106e+00
1.149650694131728983e+02,6.271694893807739035e+00,2.239655999999999647e+00,1.383155968870458992e+02,3.213762447804043632e+01,2.990483999999999920e+00
1.120513336318847593e+02,7.587189847425635847e+00,2.168035000000000156e+00,1.364353433415092525e+02,3.383064715699291725e+01,2.926105000000000178e+00
1.092985652954365037e+02,9.116767788265393690e+00,2.096408999999999967e+00,1.346120506778443655e+02,3.562829446187552662e+01,2.861731000000000247e+00
1.067185466977388870e+02,1.085482373034408177e+01,2.024775999999999687e+00,1.328500153679320022e+02,3.752087013199285792e+01,2.797364000000000406e+00
1.066243625269462143e+02,1.094584971952704322e+01,2.019534000000000162e+00,1.327734750839655362e+02,3.758189495318157469e+01,2.792606000000000144e+00
1.047570452734280764e+02,1.280256031458666577e+01,1.914925999999999906e+00,1.314087185641018891e+02,3.895397673461762622e+01,2.697214000000000222e+00
1.030801930363642356e+02,1.483831170379769659e+01,1.810670999999999919e+00,1.301955329455017534e+02,4.045531465776210922e+01,2.601469000000000253e+00
1.016957400358118662e+02,1.710844260090297198e+01,1.706644999999999746e+00,1.290559995811580620e+02,4.199329839263184283e+01,2.505495000000000250e+00
1.006455092701295939e+02,1.961578920208845389e+01,1.602765999999999691e+00,1.279761929271122654e+02,4.352681291793923180e+01,2.409374000000000127e+00
9.992016493532895538e+01,2.233484840903264868e+01,1.498977999999999922e+00,1.269836350646710343e+02,4.504131225237371439e+01,2.313162000000000162e+00
9.944977549584054088e+01,2.521131882568868932e+01,1.395243000000000011e+00,1.261701245041594603e+02,4.654881265606166352e+01,2.216897000000000340e+00
9.923168410180120702e+01,2.821592748918011040e+01,1.291540999999999828e+00,1.255463158981987988e+02,4.803438243484858816e+01,2.120599000000000345e+00
9.926864360978404989e+01,3.131984743039737751e+01,1.187853999999999965e+00,1.251193563902159411e+02,4.948240014902103923e+01,2.024286000000000474e+00
9.905537785389972782e+01,3.317656557403534379e+01,1.084173999999999971e+00,1.254007221461002928e+02,5.219685823357564658e+01,1.927966000000000069e+00
9.880723087606075694e+01,3.434140722322554495e+01,9.804939999999998657e-01,1.261709691239392441e+02,5.557030790318428615e+01,1.831646000000000107e+00
9.880437323617978507e+01,3.447172325211142407e+01,9.827909999999998591e-01,1.262372267638202175e+02,5.579489862887342611e+01,1.833949000000000051e+00
9.900257528575667720e+01,3.771014930525450382e+01,1.027655999999999903e+00,1.270438247142433141e+02,5.971924396397042756e+01,1.881083999999999978e+00
9.931915670342803537e+01,4.145681822391627236e+01,1.071147999999999989e+00,1.274032432965719721e+02,6.317439012932904774e+01,1.929591999999999974e+00
9.953959084513496691e+01,4.534504801667749518e+01,1.113910999999999873e+00,1.275248091548650393e+02,6.651157552130356976e+01,1.978829000000000171e+00
9.939956739341276659e+01,4.882132357455223826e+01,1.156293999999999933e+00,1.276768326065872259e+02,7.026885316179438234e+01,2.028446000000000193e+00
9.884857532726192630e+01,5.178743248301923074e+01,1.198476000000000097e+00,1.279039246727380856e+02,7.452901049978559911e+01,2.078264000000000333e+00
9.813183596282317467e+01,5.474683341212923438e+01,1.240547999999999762e+00,1.279665640371768376e+02,7.877337817901872086e+01,2.128192000000000306e+00
9.725009848094386200e+01,5.769300236235226720e+01,1.282556999999999947e+00,1.278643015190561556e+02,8.299322592704703538e+01,2.178183000000000202e+00
9.620426488902917583e+01,6.062008720056049071e+01,1.324525999999999870e+00,1.275961351109708346e+02,8.717915722935627798e+01,2.228214000000000361e+00
9.499819979593463870e+01,6.352255375385450265e+01,1.366468000000000016e+00,1.271642002040653665e+02,9.132210621308271925e+01,2.278272000000000297e+00
9.363294748452838689e+01,6.639450596869691879e+01,1.408387999999999973e+00,1.265674525154716150e+02,9.541256889036418443e+01,2.328352000000000199e+00
9.370173794503223519e+01,6.655120997581451547e+01,1.412970999999999977e+00,1.264702620549677476e+02,9.535337217038268420e+01,2.333769000000000204e+00
9.421930287758095801e+01,6.833284122443383524e+01,1.505055000000000032e+00,1.252723971224190365e+02,9.547889753521745604e+01,2.441685000000000105e+00
9.389413882246972776e+01,6.892929032332230577e+01,1.597883000000000164e+00,1.247131548315182670e+02,9.669905856587735116e+01,2.548857000000000372e+00
9.331397317589011209e+01,6.921416781566516363e+01,1.691358999999999613e+00,1.242324070525873054e+02,9.813321998971231608e+01,2.655381000000000213e+00
9.269230899323351025e+01,6.946010633090911313e+01,1.785378999999999827e+00,1.236276171718855323e+02,9.949202950166620951e+01,2.761360999999999954e+00
9.210376815641269843e+01,6.975448405782232442e+01,1.879848999999999881e+00,1.228358548465642031e+02,1.006721010433631704e+02,2.866891000000000300e+00
9.158120072362095243e+01,7.012528586531357178e+01,1.974690999999999974e+00,1.218380635964739582e+02,1.016306761217290813e+02,2.972049000000000163e+00
9.114078620347700621e+01,7.057993769675132967e+01,2.069837999999999845e+00,1.206318770913294856e+02,1.023465273716797128e+02,3.076902000000000470e+00
9.079110248701051944e+01,7.110880916726551959e+01,2.165235999999999716e+00,1.192268985281729528e+02,1.028180908327344696e+02,3.181503999999999888e+00
