0.005,-4.65519,-5.17841,-0.503777,
0.105,-0.398382,-7.02376,-0.174883,
0.205,0.761345,-7.18762,0.0294382,
0.305,0.780115,-6.78323,0.143368,
0.405,0.527424,-6.1481,0.199696,
0.505,0.291119,-5.4138,0.220414,
0.605,0.134634,-4.65603,0.219592,
0.705,0.0506545,-3.9241,0.206359,
0.805,0.016447,-3.24819,0.186688,
0.905,0.0113017,-2.64393,0.164437,
1.005,0.0205529,-2.11653,0.142014,
1.11,0.0297533,-2.09649,0.141206,
1.21,0.135678,-1.71592,0.125178,
1.31,0.163522,-1.3764,0.109753,
1.41,0.164044,-1.07815,0.0953257,
1.51,0.15562,-0.818914,0.0821253,
1.61,0.144833,-0.595391,0.0702528,
1.71,0.134005,-0.403914,0.0597186,
1.81,0.123913,-0.240795,0.0504738,
1.91,0.114802,-0.1025,0.0424335,
2.01,0.106714,0.0142497,0.0354937,
2.11,0.0996059,0.112435,0.0295423,
2.215,0.0990814,0.116287,0.0294165,
2.315,0.089837,0.189739,0.0268233,
2.415,0.0821637,0.25636,0.0241737,
2.515,0.0754753,0.316269,0.021568,
2.615,0.0695325,0.369736,0.0190734,
2.715,0.0642305,0.417136,0.016732,
2.815,0.0595092,0.458908,0.0145683,
2.915,0.0553187,0.495526,0.0125933,
3.015,0.0516156,0.527474,0.010809,
3.115,0.0483611,0.555227,0.00921066,
3.215,0.0455089,0.57924,0.0077895,
3.32,0.0496892,0.580485,0.00739728,
3.42,0.100747,0.591273,0.00138793,
3.52,0.118561,0.584097,-0.00196898,
3.62,0.124113,0.567777,-0.00362057,
3.72,0.125228,0.547547,-0.00421342,
3.82,0.124821,0.52648,-0.00417825,
3.92,0.123965,0.506311,-0.0037958,
4.02,0.123047,0.487934,-0.00324465,
4.12,0.122202,0.471729,-0.00263494,
4.22,0.121467,0.457768,-0.00203166,
4.32,0.120844,0.445946,-0.00147051,
4.425,0.121841,0.445318,-0.00110409,
4.525,0.133945,0.43569,0.00566649,
4.625,0.138285,0.43156,0.0114614,
4.725,0.140044,0.432455,0.0163957,
4.825,0.141109,0.437709,0.0205705,
4.925,0.142136,0.446642,0.0240759,
5.025,0.143339,0.458619,0.0269924,
5.125,0.144758,0.473073,0.0293921,
5.225,0.146382,0.489501,0.0313393,
5.325,0.148178,0.507464,0.0328915,
5.425,0.150113,0.526582,0.0340999,
5.53,0.145493,0.530485,0.0337448,
5.63,0.0859738,0.598754,0.0272708,
5.73,0.0604585,0.652283,0.021889,
5.83,0.0481216,0.694843,0.0174414,
5.93,0.0411738,0.728814,0.0137807,
6.03,0.0366547,0.755896,0.010778,
6.13,0.0334027,0.777398,0.00832277,
6.23,0.0309248,0.794367,0.00632197,
6.33,0.0289895,0.807656,0.00469727,
6.43,0.0274671,0.817968,0.00338315,
6.53,0.0262712,0.825878,0.00232485,
6.635,0.0289859,0.826243,0.0019408,
6.735,0.0614262,0.823329,-0.00401345,
6.835,0.0722719,0.806594,-0.00743077,
6.935,0.0758014,0.782263,-0.00915631,
7.035,0.0770535,0.754515,-0.00977961,
7.135,0.0777221,0.726067,-0.00970904,
7.235,0.0783157,0.698601,-0.00922441,
7.335,0.0789423,0.673086,-0.00851456,
7.435,0.0795963,0.650011,-0.00770435,
7.535,0.0802437,0.629551,-0.00687393,
7.635,0.0808589,0.611679,-0.00607259,
7.74,0.0845914,0.610902,-0.00576688,
7.84,0.130327,0.59657,-0.000223803,
7.94,0.146774,0.586026,0.00435761,
8.04,0.152637,0.579852,0.00812871,
8.14,0.154811,0.577704,0.0112119,
8.24,0.155815,0.578978,0.01371,
8.34,0.156547,0.583037,0.0157111,
8.44,0.157302,0.589302,0.0172913,
8.54,0.158168,0.597266,0.0185159,
8.64,0.159143,0.606498,0.0194417,
8.74,0.16021,0.616634,0.0201174,
8.845,0.158911,0.618504,0.0197903,
8.945,0.143148,0.649369,0.0141499,
9.045,0.137586,0.669677,0.00995165,
9.145,0.135583,0.681958,0.00686111,
9.245,0.134765,0.688308,0.00461927,
9.345,0.134308,0.690381,0.00302459,
9.445,0.133938,0.689449,0.00192026,
9.545,0.133577,0.686481,0.00118447,
9.645,0.133214,0.6822,0.000723009,
9.745,0.132849,0.677143,0.0004632,
9.845,0.132494,0.671701,0.000349324,
9.95,0.130701,0.671764,0.000667507,
10.05,0.108798,0.675536,0.00659675,
10.15,0.101045,0.68374,0.0117541,
10.25,0.098461,0.695837,0.0162155,
10.35,0.0977481,0.711303,0.0200499,
10.45,0.0976999,0.729657,0.0233204,
10.55,0.0978764,0.750461,0.0260842,
10.65,0.0981236,0.773322,0.0283936,
10.75,0.0983796,0.797889,0.0302961,
10.85,0.0986278,0.823844,0.0318349,
10.95,0.0988654,0.850907,0.0330493,
0.005,-4.65767,-5.17608,-0.504272,
0.105,-0.429999,-7.02509,-0.183031,
0.205,0.736256,-7.23129,0.0174873,
0.305,0.76947,-6.87407,0.130007,
0.405,0.526643,-6.28526,0.186264,
0.505,0.29444,-5.59517,0.207674,
0.605,0.138055,-4.87846,0.207972,
0.705,0.0520466,-4.18359,0.196061,
0.805,0.0150635,-3.54028,0.17776,
0.905,0.00725384,-2.96408,0.15683,
1.005,0.0143745,-2.46042,0.135617,
1.11,0.0246434,-2.4413,0.134766,
1.21,0.144797,-2.07958,0.118205,
1.31,0.179313,-1.75916,0.102723,
1.41,0.183465,-1.47942,0.0885385,
1.51,0.177409,-1.23756,0.0757564,
1.61,0.168429,-1.02994,0.0643933,
1.71,0.159126,-0.852759,0.054403,
1.81,0.150394,-0.702292,0.0456995,
