0.000000000000000000e+00,8.000000000000000444e-01,2.617993877991494078e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,3.285673649315012379e-01,0.000000000000000000e+00,1.000000000000000000e+00,5.235987755982988157e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,5.342694597260047029e-01
5.107181785563745802e-01,2.171592405697869987e-01,-1.084264224270037991e+00,1.702393928521243882e-02,5.057913964117303207e-01,2.223266058718114668e-01,7.742856418207115510e-02,8.621845896252906538e-01,7.953471937905730593e-01,-4.328730118722531883e-01,2.873948632084306551e-02,8.401681717433847618e-01,8.116273371634059597e-01,4.567000329584458562e-01
8.838462359409710034e-01,-5.616404102242603669e-01,-1.026255858203605209e+00,2.946154119803235522e-02,8.960638444329951380e-01,-5.457792326954953310e-01,5.998607702321659364e-04,1.764021955951325049e+00,7.587498615207218799e-01,4.113740592396800677e-01,5.880073186504419791e-02,1.724484338460750665e+00,8.098541222398167871e-01,4.195008119910096367e-01
1.241544628383676629e+00,-9.309421426272922462e-01,-1.068445725826101977e+00,4.138482094612250944e-02,1.267788972997104358e+00,-1.314015587378123628e+00,3.243080265410156020e-06,2.691786631110892447e+00,9.309421426272922462e-01,1.047706847786375794e+00,8.972622103702977692e-02,2.624484338460749910e+00,1.508664889639078632e+00,4.333266364597468390e-01
1.591402400808942019e+00,-9.309421426272922462e-01,-1.069238658684542820e+00,5.304674669363138029e-02,1.560942793508460325e+00,-2.081773676735138245e+00,0.000000000000000000e+00,3.620609303399601853e+00,9.309421426272922462e-01,1.068861365780225947e+00,1.206869767799866461e-01,3.524484338460745825e+00,2.336968751734872729e+00,4.333266364597468390e-01
1.941136347531272399e+00,-9.309421426272922462e-01,-1.069253035996685419e+00,6.470454491770906424e-02,1.828974237625521582e+00,-2.844097023530800072e+00,0.000000000000000000e+00,4.549431975688307261e+00,9.309421426272922462e-01,1.069246198283525295e+00,1.516477325229434736e-01,4.424484338460741739e+00,3.177494280370733115e+00,4.333266364597468390e-01
2.290868048949993518e+00,-9.309421426272922462e-01,-1.069253296612008741e+00,7.636226829833310525e-02,2.075128051031161380e+00,-3.600793493550944913e+00,0.000000000000000000e+00,5.478254647977013114e+00,9.309421426272922462e-01,1.069253174499089409e+00,1.826084882659003983e-01,5.324484338460741206e+00,4.027602054439778811e+00,4.333266364597468390e-01
2.640599709658133953e+00,-9.309421426272922462e-01,-1.069253301271553713e+00,8.801999032193780215e-02,2.299232865643752621e+00,-4.351758615662141061e+00,0.000000000000000000e+00,6.407077320265724296e+00,9.309421426272922462e-01,1.069253299227057363e+00,2.135692440088574062e-01,6.224484338460741562e+00,4.886446757779608241e+00,4.333266364597468390e-01
2.990331369561379127e+00,-9.309421426272922462e-01,-1.069253301345364227e+00,9.967771231871265514e-02,2.501075064436999451e+00,-5.096890302820821894e+00,0.000000000000000000e+00,7.335899992554431925e+00,9.309421426272922462e-01,1.069253301203004769e+00,2.445299997518143031e-01,7.124484338460740140e+00,5.753204686087149078e+00,4.333266364597468390e-01
3.340063027287765607e+00,-9.309421426272922462e-01,-1.069253301777927767e+00,1.113354342429255239e-01,2.680461194900379152e+00,-5.836087289894948071e+00,0.000000000000000000e+00,8.264722664843137778e+00,9.309421426272922462e-01,1.069253312781582643e+00,2.754907554947712556e-01,8.024484338460737831e+00,6.627045054601918395e+00,4.333266364597468390e-01
