0.005,0.501245,0.234506,0.133103,1.00268,0.496855,0.532449,
0.105,0.502398,-0.173904,0.129365,1.0233,0.124871,0.52357,
0.205,0.471649,-0.406539,0.121701,1.02194,-0.0730754,0.523397,
0.305,0.420896,-0.529319,0.1052,1.00929,-0.174557,0.518007,
0.405,0.358794,-0.585394,0.0832547,0.989792,-0.215486,0.504542,
0.505,0.291492,-0.605299,0.0605002,0.968195,-0.219064,0.486089,
0.605,0.222584,-0.607562,0.0401323,0.947451,-0.200319,0.466227,
0.705,0.153833,-0.602145,0.023726,0.929282,-0.168921,0.447486,
0.805,0.0859611,-0.593963,0.0118376,0.914614,-0.130608,0.431324,
0.905,0.0191676,-0.585495,0.00453137,0.903918,-0.0886375,0.418479,
1.005,-0.0466151,-0.578031,0.00143699,0.897425,-0.044826,0.409284,
1.105,-0.111588,-0.572256,0.000455429,0.895238,-0.000160601,0.403877,
1.205,-0.176024,-0.568548,0.000144772,0.896994,0.0448521,0.402299,
1.305,-0.240215,-0.566759,4.62228e-05,0.896994,0.0899756,0.402299,
1.405,-0.304369,-0.565957,1.47365e-05,0.896994,0.135109,0.402299,
1.505,-0.36858,-0.565597,4.76607e-06,0.896994,0.180197,0.402299,
1.605,-0.432893,-0.565435,1.47532e-06,0.896994,0.225186,0.402299,
1.705,-0.497325,-0.565361,1.55216e-07,0.896994,0.270014,0.402299,
1.805,-0.561887,-0.565331,2.50692e-07,0.896994,0.314608,0.402299,
1.905,-0.626583,-0.565315,0,0.896994,0.358885,0.402299,
2.005,-0.691413,-0.565308,0,0.896994,0.402764,0.402299,
2.105,-0.756381,-0.565304,0,0.896994,0.446161,0.402299,
2.205,-0.821486,-0.565302,0,0.896994,0.488993,0.402299,
2.305,-0.879104,-0.565302,0,0.896994,0.528622,0.402299,
2.405,-0.896994,-0.565303,0,0.896994,0.549333,0.402299,
2.505,-0.896994,-0.565303,0,0.896994,0.558411,0.402299,
2.605,-0.896994,-0.565303,0,0.896994,0.562342,0.402299,
2.705,-0.896994,-0.565303,0,0.896994,0.564032,0.402299,
2.805,-0.896994,-0.565303,0,0.896994,0.564758,0.402299,
2.905,-0.896994,-0.565303,0,0.896994,0.56507,0.402299,
3.005,-0.896994,-0.565303,0,0.896994,0.565202,0.402299,
3.105,-0.896994,-0.565303,0,0.896994,0.56526,0.402299,
3.205,-0.896994,-0.565303,0,0.896994,0.565283,0.402299,
3.305,-0.896994,-0.565303,0,0.896994,0.565298,0.402299,
3.405,-0.896994,-0.565303,0,0.896994,0.565305,0.402299,
3.505,-0.896994,-0.565303,0,0.896994,0.5653,0.402299,
3.605,-0.896994,-0.565303,0,0.896994,0.565297,0.402299,
3.705,-0.896994,-0.565303,0,0.896994,0.565304,0.402299,
3.805,-0.896994,-0.565303,0,0.896994,0.565309,0.402299,
3.905,-0.896994,-0.565303,0,0.896994,0.565303,0.402299,
4.005,-0.896994,-0.565303,0,0.896994,0.565299,0.402299,
4.105,-0.896994,-0.565303,0,0.896994,0.565305,0.402299,
4.205,-0.896994,-0.565303,0,0.896994,0.565308,0.402299,
4.305,-0.896994,-0.565303,0,0.896994,0.565301,0.402299,
4.405,-0.896994,-0.565303,0,0.896994,0.565299,0.402299,
4.505,-0.896994,-0.565303,0,0.896994,0.565306,0.402299,
4.605,-0.896994,-0.565303,0,0.896994,0.565306,0.402299,
4.705,-0.896994,-0.565303,0,0.896994,0.565297,0.402299,
4.805,-0.896994,-0.565303,0,0.896994,0.565298,0.402299,
4.905,-0.896994,-0.565303,0,0.896994,0.565309,0.402299,
