0.005,0.801241,0.237671,0.328299,0.877593,0.24225,1.0027,0.499978,0.533511,0.971888,0.546274,
0.105,0.803525,-0.17274,0.326546,0.985117,-0.174479,1.02828,0.107166,0.528813,1,0.107579,
0.205,0.768455,-0.500862,0.318078,0.877169,-0.547422,1.02241,-0.181856,0.528239,0.98351,-0.183888,
0.305,0.69568,-0.760734,0.290643,0.72433,-0.951849,0.993815,-0.376734,0.520857,0.929871,-0.39563,
0.405,0.581571,-0.942421,0.238999,0.587831,-1.37622,0.948465,-0.484793,0.501105,0.884771,-0.526718,
0.505,0.429006,-1.03813,0.169462,0.507832,-1.69634,0.894904,-0.512197,0.469514,0.87167,-0.562247,
0.605,0.25427,-1.06459,0.100676,0.48486,-1.8038,0.842225,-0.472017,0.43141,0.890653,-0.510506,
0.705,0.0764197,-1.05329,0.0500109,0.494711,-1.7567,0.797473,-0.383348,0.393051,0.927417,-0.4033,
0.805,-0.0943417,-1.02699,0.0231437,0.517401,-1.65393,0.764558,-0.263603,0.358761,0.965457,-0.269883,
0.905,-0.255245,-0.996954,0.0112308,0.542863,-1.54702,0.745239,-0.124529,0.330784,0.992256,-0.125176,
1.005,-0.406851,-0.968752,0.00558743,0.566328,-1.4553,0.740382,0.0270277,0.31026,1,0.0270343,
1.105,-0.550965,-0.945702,0.00281371,0.585174,-1.38576,0.75118,0.196503,0.298215,1,0.199072,
1.205,-0.675609,-0.930471,0.00142558,0.597456,-1.34219,0.768334,0.384138,0.295357,1,0.404219,
1.305,-0.741598,-0.922702,0.000724581,0.603668,-1.32065,0.768575,0.569208,0.295354,1,0.639852,
1.405,-0.767376,-0.918886,0.00036889,0.606706,-1.31023,0.768575,0.709151,0.295354,1,0.858054,
1.505,-0.768575,-0.916994,0.000187976,0.608209,-1.30511,0.768575,0.800538,0.295354,1,1.03075,
1.605,-0.768575,-0.916052,9.58282e-05,0.608956,-1.30256,0.768575,0.854744,0.295354,1,1.14928,
1.705,-0.768575,-0.915582,4.8869e-05,0.609329,-1.3013,0.768575,0.884446,0.295354,1,1.22068,
1.805,-0.768575,-0.915347,2.49235e-05,0.609515,-1.30066,0.768575,0.899865,0.295354,1,1.25981,
1.905,-0.768575,-0.91523,1.27094e-05,0.609608,-1.30035,0.768575,0.90762,0.295354,1,1.28007,
2.005,-0.768575,-0.915171,6.4766e-06,0.609655,-1.30019,0.768575,0.911451,0.295354,1,1.29023,
2.105,-0.768575,-0.915142,3.3045e-06,0.609678,-1.30011,0.768575,0.913329,0.295354,1,1.29525,
2.205,-0.768575,-0.915127,1.68486e-06,0.60969,-1.30007,0.768575,0.914245,0.295354,1,1.2977,
2.305,-0.768575,-0.91512,8.61319e-07,0.609695,-1.30005,0.768575,0.914691,0.295354,1,1.2989,
2.405,-0.768575,-0.915116,4.39237e-07,0.609698,-1.30004,0.768575,0.914908,0.295354,1,1.29948,
2.505,-0.768575,-0.915115,2.25404e-07,0.6097,-1.30004,0.768575,0.915012,0.295354,1,1.29976,
2.605,-0.768575,-0.915114,1.14632e-07,0.6097,-1.30003,0.768575,0.915064,0.295354,1,1.2999,
2.705,-0.768575,-0.915113,5.81058e-08,0.609701,-1.30003,0.768575,0.91509,0.295354,1,1.29997,
2.805,-0.768575,-0.915113,3.03976e-08,0.609701,-1.30003,0.768575,0.9151,0.295354,1,1.3,
2.905,-0.768575,-0.915113,1.49915e-08,0.609701,-1.30003,0.768575,0.915108,0.295354,1,1.30002,
3.005,-0.768575,-0.915113,7.53089e-09,0.609701,-1.30003,0.768575,0.915111,0.295354,1,1.30003,
3.105,-0.768575,-0.915113,4.32283e-09,0.609701,-1.30003,0.768575,0.91511,0.295354,1,1.30003,
3.205,-0.768575,-0.915113,1.56921e-09,0.609701,-1.30003,0.768575,0.915113,0.295354,1,1.30003,
3.305,-0.768575,-0.915113,1.32418e-09,0.609701,-1.30003,0.768575,0.915112,0.295354,1,1.30003,
3.405,-0.768575,-0.915113,5.60085e-10,0.609701,-1.30003,0.768575,0.915113,0.295354,1,1.30003,
3.505,-0.768575,-0.915113,3.69259e-10,0.609701,-1.30003,0.768575,0.915113,0.295354,1,1.30003,
3.605,-0.768575,-0.915113,2.87742e-10,0.609701,-1.30003,0.768575,0.915112,0.295354,1,1.30003,
3.705,-0.768575,-0.915113,6.34838e-11,0.609701,-1.30003,0.768575,0.915112,0.295354,1,1.30003,
3.805,-0.768575,-0.915112,8.17818e-11,0.609701,-1.30003,0.768575,0.915111,0.295354,1,1.30003,
3.905,-0.768575,-0.915113,2.55215e-11,0.609701,-1.30003,0.768575,0.915113,0.295354,1,1.30003,
4.005,-0.768575,-0.915113,2.68751e-11,0.609701,-1.30003,0.768575,0.915111,0.295354,1,1.30003,
4.105,-0.768575,-0.915113,1.6563e-11,0.609701,-1.30003,0.768575,0.915113,0.295354,1,1.30003,
4.205,-0.768575,-0.915113,8.27527e-12,0.609701,-1.30003,0.768575,0.915113,0.295354,1,1.30003,
4.305,-0.768575,-0.915113,9.41514e-12,0.609701,-1.30003,0.768575,0.915112,0.295354,1,1.30003,
4.405,-0.768575,-0.915113,1.3783e-12,0.6097,-1.30003,0.768575,0.915114,0.295354,1,1.30004,
4.505,-0.768575,-0.915113,0,0.6097,-1.30003,0.768575,0.915114,0.295354,1,1.30004,
4.605,-0.768575,-0.915113,0,0.609701,-1.30003,0.768575,0.915112,0.295354,1,1.30003,
4.705,-0.768575,-0.915113,0,0.609701,-1.30003,0.768575,0.915111,0.295354,1,1.30003,
4.805,-0.768575,-0.915113,0,0.609701,-1.30003,0.768575,0.915112,0.295354,1,1.30003,
4.905,-0.768575,-0.915113,0,0.609701,-1.30003,0.768575,0.915111,0.295354,1,1.30003,
5.005,-0.768575,-0.915113,0,0.609701,-1.30003,0.768575,0.915108,0.295354,1,1.30002,
5.105,-0.768575,-0.915112,0,0.609702,-1.30003,0.768575,0.915107,0.295354,1,1.30002,
