0.000000000000000000e+00,8.000000000000000444e-01,2.617993877991494078e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,4.330127018922193649e+00,1.294095225512603697e+00,3.285673649315012379e-01,0.000000000000000000e+00,1.000000000000000000e+00,5.235987755982988157e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,5.795554957734410095e+00,2.999999999999999556e+00,5.342694597260047029e-01
5.209022539101194615e-01,2.364542880856680407e-01,-1.026288453044801319e+00,1.736340846367064386e-02,5.157411115276401281e-01,2.299759162166054305e-01,2.589985985786589673e+00,-4.955095847783730356e+00,8.102062917938598896e-02,8.613201888768325931e-01,7.894201739380811711e-01,-4.417175588600060765e-01,2.871067296256105822e-02,8.394903668949863507e-01,8.104621164424684610e-01,5.424112517792481825e+00,-2.137464001374401068e+00,3.780599988926033328e-01
9.692549657677166364e-01,-4.552612820720838838e-01,-8.381590585540672489e-01,3.230849885892389528e-02,9.804868473745350643e-01,-4.740464297837042040e-01,3.344162692058550768e+00,-4.295296070764018204e+00,6.745896841279299403e-04,1.759815723807707233e+00,6.873044156705244712e-01,3.090826800774654215e-01,5.866052412692353973e-02,1.721661929259661772e+00,7.712382250679217233e-01,6.000000000000000000e+00,1.825109481958078872e+00,2.361936799001005116e-01
1.468373223880591771e+00,-6.873044156705244712e-01,-8.186636063409334918e-01,4.894577412935304656e-02,1.489102668743477187e+00,-1.108733291707366453e+00,3.415988482208792032e+00,-4.216236743208161108e+00,4.336683739827890753e-06,2.680918319859437293e+00,6.873044156705244712e-01,8.065135602355261168e-01,8.936394399531449872e-02,2.621661929259664348e+00,1.365105004431875102e+00,6.000000000000000000e+00,4.184968385535999147e+00,2.361936799001005116e-01
1.969480718729551105e+00,-6.873044156705244712e-01,-8.182059033696246209e-01,6.564935729098501926e-02,1.943319117025245069e+00,-1.729420266975381537e+00,3.417659274463567431e+00,-4.214318841321285092e+00,2.787952787827564529e-08,3.602020915911169574e+00,6.873044156705244712e-01,8.180241346148876547e-01,1.200673638637055340e-01,3.521661929259667367e+00,2.081206709544195288e+00,6.000000000000000000e+00,4.213812605851362747e+00,2.361936799001005116e-01
2.470652223997650054e+00,-6.873044156705244712e-01,-8.181949741216421046e-01,8.235507413325500459e-02,2.377381198141933272e+00,-2.339055316471716939e+00,3.417699161680204600e+00,-4.214272919598982980e+00,1.786646476060010801e-10,4.523123511962901411e+00,6.873044156705244712e-01,8.181921644920412406e-01,1.507707837320965416e-01,4.421661929259667723e+00,2.815117859023363422e+00,6.000000000000000000e+00,4.214264944083704556e+00,2.361936799001005116e-01
2.971825258465941033e+00,-6.873044156705244712e-01,-8.181947128574765804e-01,9.906084194886466410e-02,2.792439222968837953e+00,-2.937543652292663232e+00,3.417700115180919873e+00,-4.214271821564611997e+00,1.054435697717191374e-12,5.444226108014634136e+00,6.873044156705244712e-01,8.181946694308360746e-01,1.814742036004876047e-01,5.321661929259669854e+00,3.564693075695957170e+00,6.000000000000000000e+00,4.214271696198411910e+00,2.361936799001005116e-01
3.472998329494727088e+00,-6.873044156705244712e-01,-8.181947066326584750e-01,1.157666109831575474e-01,3.188125498830329807e+00,-3.524720079597216671e+00,3.417700137898799007e+00,-4.214271795402536824e+00,3.753446019717991899e-15,6.365328704066366861e+00,6.873044156705244712e-01,8.181947059870222638e-01,2.121776234688787788e-01,6.221661929259674650e+00,4.329205328051698665e+00,6.000000000000000000e+00,4.214271793492216922e+00,2.361936799001005116e-01
3.974171401209372512e+00,-6.873044156705244712e-01,-8.181947065615033932e-01,1.324723800403123652e-01,3.564067407073814753e+00,-4.100420776941672507e+00,3.417700138158484613e+00,-4.214271795821078470e+00,0.000000000000000000e+00,7.286431300118097809e+00,6.873044156705244712e-01,8.181947055793902246e-01,2.428810433372699251e-01,7.121661929259674118e+00,5.107933672095595234e+00,6.000000000000000000e+00,4.214271794115733272e+00,2.361936799001005116e-01
4.475344469892758248e+00,-6.873044156705244712e-01,-8.181947080701501562e-01,1.491781489964252028e-01,3.919910523410069292e+00,-4.664485071186463827e+00,3.417700132652579992e+00,-4.214271815007173849e+00,0.000000000000000000e+00,8.207533896169829646e+00,6.873044156705244712e-01,8.181946886472079017e-01,2.735844632056609882e-01,8.021661929259673585e+00,5.900144109422382321e+00,6.000000000000000000e+00,4.214271771317807058e+00,2.361936799001005116e-01
4.976517540463860634e+00,-6.873044156705244712e-01,-8.181947066896952947e-01,1.658839180154619009e-01,4.255319488658570570e+00,-5.216755556780244163e+00,3.417700135704019537e+00,-4.214271794457483900e+00,0.000000000000000000e+00,9.128636492221561483e+00,6.873044156705244712e-01,8.181947072340396421e-01,3.042878830740520235e-01,8.921661929259675716e+00,6.705089839492033299e+00,6.000000000000000000e+00,4.214271795710933688e+00,2.361936799001005116e-01
5.477690612588138386e+00,-6.873044156705244712e-01,-8.181947061943791732e-01,1.825896870862711296e-01,4.569978155448042756e+00,-5.757078111582155877e+00,3.417700134893604247e+00,-4.214271793537091249e+00,0.000000000000000000e+00,1.004973908827329332e+01,6.873044156705244712e-01,8.181947074560977917e-01,3.349913029424430588e-01,9.821661929259676072e+00,7.522012079213720170e+00,6.000000000000000000e+00,4.214271797673507791e+00,2.361936799001005116e-01
