4.866459233537288528e-03,8.012434055425805557e-01,4.832882999873745582e-03,1.002700402744555186e+00
1.021864782442817865e-01,8.040438263319013013e-01,1.014037923422677900e-01,1.027667456630174447e+00
1.997360146846066387e-01,7.707354344889842945e-01,1.980232743493993142e-01,1.021376582606255967e+00
2.978567779003838401e-01,7.036441136061372115e-01,2.949295303975816851e-01,9.915592332543718967e-01
3.968674431671585512e-01,6.042198954088792151e-01,3.922945245725143470e-01,9.429340277395611425e-01
4.969673297614888852e-01,4.799688922339074848e-01,4.901833084264824447e-01,8.829427921524086731e-01
5.981315828498595666e-01,3.446033244299963605e-01,5.885328439751115193e-01,8.205085337059764283e-01
7.001871445286879103e-01,2.102825101306921851e-01,6.871888224929986189e-01,7.633007728176096629e-01
8.029582457980040111e-01,8.325770634784135371e-02,7.859771420556312949e-01,7.159427631510669743e-01
9.063188594062426828e-01,-3.459663909757663969e-02,8.847404289423467239e-01,6.804926611983758145e-01
1.010183835237284278e+00,-1.435209798408577098e-01,9.833344873416606235e-01,6.576522515183657047e-01
1.114513147049198460e+00,-2.445951752068652729e-01,1.081635259680957306e+00,6.476142557829676072e-01
1.219284459999348647e+00,-3.392036540777375042e-01,1.179509438425567103e+00,6.505124228270510178e-01
1.324492410391381325e+00,-4.288590543017095080e-01,1.276807962194826729e+00,6.666436453755620883e-01
1.430145969711302145e+00,-5.145200133028748901e-01,1.374286540497529074e+00,6.773367068581147565e-01
1.534997013596213655e+00,-5.722505107414559422e-01,1.472018527293659451e+00,6.820804464560610292e-01
1.638490512348805384e+00,-5.968492126352040739e-01,1.569730937987336095e+00,6.871500299092101471e-01
1.740726268004097577e+00,-5.956714554351487667e-01,1.667433731995902502e+00,6.925452554351487766e-01
1.842703131221558044e+00,-5.896990204720333750e-01,1.765116868778441761e+00,6.982662204720333499e-01
1.944659499002411973e+00,-5.833867339608299618e-01,1.862780500997588184e+00,7.043127339608300508e-01
2.046595411909462037e+00,-5.767346937133943641e-01,1.960424588090537767e+00,7.106846937133943776e-01
2.148500910455981128e+00,-5.697427967626088607e-01,2.058039089544019262e+00,7.173821967626089480e-01
2.250395842076375441e+00,-5.624113535755933535e-01,2.155644157923624515e+00,7.244049535755933134e-01
2.352250247309540132e+00,-5.547402615586916053e-01,2.253209752690459755e+00,7.317530615586915754e-01
2.454084166637050757e+00,-5.467296173398085157e-01,2.350755833362949687e+00,7.394264173398085171e-01
2.555897447605611550e+00,-5.383792329111708463e-01,2.448282552394388301e+00,7.474252329111709114e-01
2.657680130726153944e+00,-5.296903052738700657e-01,2.545779869273845808e+00,7.557483052738701579e-01
2.759432256444509957e+00,-5.206622306511707876e-01,2.643247743555490192e+00,7.643962306511706828e-01
2.861143672434926177e+00,-5.112940225592073062e-01,2.740676327565073844e+00,7.733700225592072819e-01
2.962834419176320289e+00,-5.015876775941188193e-01,2.838085580823679344e+00,7.826676775941188158e-01
3.064494729649589022e+00,-4.915421722205169930e-01,2.935465270350410716e+00,7.922901722205170083e-01
3.166113873947192126e+00,-4.811575795402627254e-01,3.032806126052808082e+00,8.022375795402627574e-01
3.267702277794993115e+00,-4.704348583194251088e-01,3.130117722205007169e+00,8.125088583194250980e-01
3.369250558676699203e+00,-4.593729401352754094e-01,3.227389441323300634e+00,8.231049401352753536e-01
3.470757410127607745e+00,-4.479729672981103139e-01,3.324622589872392009e+00,8.340249672981103757e-01
3.572233449881519363e+00,-4.362348736811604843e-01,3.421826550118480803e+00,8.452688736811604375e-01
3.673669294707050170e+00,-4.241585846903843104e-01,3.518990705292949883e+00,8.568365846903842620e-01
3.775063639627900258e+00,-4.117432556933921517e-01,3.616116360372100047e+00,8.687292556933920995e-01
3.876417101685726507e+00,-3.989908143894859149e-01,3.713202898314273526e+00,8.809448143894859085e-01
3.977720296872379713e+00,-3.859011800207704512e-01,3.810239703127620281e+00,8.934831800207704289e-01
4.078981921830457935e+00,-3.724725209966330830e-01,3.907238078169542828e+00,9.063465209966330427e-01
4.180202592847770404e+00,-3.587077588496770941e-01,4.004197407152229715e+00,9.195317588496770833e-01
4.281372925077804759e+00,-3.446048066662295017e-01,4.101107074922194506e+00,9.330408066662294608e-01
4.382501616912390929e+00,-3.301648458806138997e-01,4.197978383087608734e+00,9.468728458806139336e-01
4.483579283823865502e+00,-3.153887918665814749e-01,4.294800716176134792e+00,9.610267918665815756e-01
4.584606540065832903e+00,-3.002745515633724604e-01,4.391573459934166479e+00,9.755045515633724573e-01
4.685582085909518746e+00,-2.848243194121037880e-01,4.488297914090481733e+00,9.903043194121037285e-01
4.786506535950235453e+00,-2.690380046361371402e-01,4.584973464049764580e+00,1.005426004636137183e+00
4.887370503480285677e+00,-2.529145080369319953e-01,4.681589496519714899e+00,1.020870508036932023e+00
4.988192690780256733e+00,-2.364550370429544524e-01,4.778167309219743863e+00,1.036637037042954290e+00
5.088943711506982659e+00,-2.196594947362540684e-01,4.874676288493017928e+00,1.052725494736254097e+00
5.189654177930131063e+00,-2.025287757904297159e-01,4.971145822069868991e+00,1.069134775790429703e+00
5.290302794469426750e+00,-1.850621006005538915e-01,5.067557205530573761e+00,1.085866100600553885e+00
5.390890173781856198e+00,-1.672603661170561362e-01,5.163909826218143984e+00,1.102918366117056070e+00
5.491416927053228925e+00,-1.491234608962065389e-01,5.260203072946771918e+00,1.120291460896206459e+00
5.591881760971959991e+00,-1.306506182776450142e-01,5.356438239028040726e+00,1.137986618277645023e+00
5.692285287133926452e+00,-1.118437290904857884e-01,5.452614712866073354e+00,1.156001729090485597e+00
5.792628115579958603e+00,-9.270267578481483639e-02,5.548731884420041283e+00,1.174336675784814821e+00
5.892898955396496774e+00,-7.322670462150548953e-02,5.644781044603503162e+00,1.192992704621505418e+00
5.993108417057145587e+00,-5.341670031927348017e-02,5.740771582942853613e+00,1.211968700319273395e+00
6.093257109396755133e+00,-3.327253923377604394e-02,5.836702890603244320e+00,1.231264539233775990e+00
6.193333744028876708e+00,-1.279448052249343437e-02,5.932566255971122970e+00,1.250880480522493343e+00
6.293338930243799645e+00,8.016597194728358744e-03,6.028361069756200230e+00,1.270815402805271610e+00
6.393283275609507932e+00,2.916082364429750662e-02,6.124096724390491353e+00,1.291069176355702508e+00
6.493145494395506034e+00,5.063792679804124397e-02,6.219754505604493389e+00,1.311642073201958691e+00
6.592946194647836045e+00,7.244803412284639421e-02,6.315353805352164507e+00,1.332533965877153559e+00
6.692665982606862407e+00,9.459128141421335734e-02,6.410874017393138224e+00,1.353744718585786710e+00
6.792313575326609509e+00,1.170663838004796231e-01,6.506326424673391173e+00,1.375273616199520266e+00
6.891879579548070289e+00,1.398724748225181891e-01,6.601700420451929396e+00,1.397119525177481725e+00
6.991374600123367422e+00,1.630116963313420486e-01,6.697005399876633014e+00,1.419284303668657987e+00
7.090797357019339664e+00,1.864817506402867142e-01,6.792242642980659717e+00,1.441766249359713203e+00
7.190138455611259083e+00,2.102837773508565711e-01,6.887401544388741748e+00,1.464566222649143379e+00
7.289398499302514267e+00,2.344159243553924910e-01,6.982481500697485188e+00,1.487682075644607416e+00
7.388576211100766677e+00,2.588798811819962298e-01,7.077483788899233907e+00,1.511116118818003784e+00
7.487672194955025340e+00,2.836737934788438054e-01,7.172407805044975326e+00,1.534866206521156240e+00
7.586677052759612572e+00,3.087978151648149705e-01,7.267242947240387885e+00,1.558932184835184920e+00
7.685609510690704305e+00,3.342516230138242728e-01,7.362010489309295913e+00,1.583314376986175720e+00
7.784450171210655078e+00,3.600343687061547948e-01,7.456689828789344610e+00,1.608011631293845056e+00
7.883209634644531505e+00,3.861512121718334578e-01,7.551290365355468381e+00,1.633028787828166628e+00
7.981876630464404876e+00,4.125878174629096229e-01,7.645803369535594918e+00,1.658352182537090158e+00
8.080461759585730874e+00,4.393613422766062815e-01,7.740238240414268667e+00,1.683998657723393633e+00
8.178945620704284991e+00,4.664619525381039633e-01,7.834574379295714763e+00,1.709958047461895836e+00
8.277346946715089970e+00,4.938892996111822198e-01,7.928833053284909838e+00,1.736230700388817549e+00
8.375656336926606826e+00,5.216435471942331148e-01,8.023003663073392744e+00,1.762816452805767042e+00
8.473874388345455699e+00,5.497248671909993334e-01,8.117085611654543342e+00,1.789715132809000853e+00
8.571989837416316149e+00,5.781328983118531051e-01,8.211070162583682830e+00,1.816927101688146973e+00
8.670013281780729386e+00,6.068678102399867047e-01,8.304966718219269239e+00,1.844452189760013239e+00
8.767945316696454938e+00,6.359297808405144359e-01,8.398774683303546595e+00,1.872290219159485680e+00
8.865774682284184749e+00,6.653184362065301949e-01,8.492485317715816606e+00,1.900441563793469957e+00
8.963511974458777232e+00,6.950339519890579298e-01,8.586108025541223654e+00,1.928906048010942342e+00
9.061137786669604566e+00,7.250765119967971239e-01,8.679622213330397074e+00,1.957683488003203021e+00
9.158670862839359827e+00,7.554457297429538754e-01,8.773049137160638722e+00,1.986774270257046116e+00
9.256101797096627948e+00,7.861417868288185229e-01,8.866378202903371530e+00,2.016178213171181177e+00
9.353431181023049490e+00,8.171548729882954776e-01,8.959608818976951383e+00,2.045885127011704441e+00
9.450657762468926748e+00,8.484945891933510786e-01,9.052742237531072433e+00,2.075905410806648810e+00
9.547772133717153054e+00,8.801611229773829148e-01,9.145767866282845659e+00,2.106238877022617473e+00
9.644794884422486447e+00,9.121446699805259017e-01,9.238705115577515059e+00,2.136875330019474273e+00
9.741694766488045332e+00,9.444548186734098572e-01,9.331525233511953843e+00,2.167825181326590300e+00
9.838492370291810118e+00,9.770917625027853992e-01,9.424247629708190743e+00,2.199088237497214493e+00
9.935178283502683172e+00,1.010045702995455486e+00,9.516861716497317047e+00,2.230654297004544429e+00
1.003176126220141917e+01,1.043326216161865050e+00,9.609378737798580872e+00,2.262533783838135193e+00
1.012822189480203683e+01,1.076923501342774259e+00,9.701778105197961466e+00,2.294716498657225934e+00
1.022455076692882692e+01,1.110847765931500364e+00,9.794049233071172367e+00,2.327212234068499974e+00
1.032077663896456343e+01,1.145088573520702813e+00,9.886223361035437307e+00,2.360011426479297292e+00
1.041690009730046818e+01,1.179646129325216730e+00,9.978299902699530932e+00,2.393113870674783428e+00
1.051292172545765524e+01,1.214530646584135010e+00,1.007027827454234625e+01,2.426529353415864954e+00
1.060884028824487579e+01,1.249741676515972122e+00,1.016215971175512500e+01,2.460258323484027621e+00
1.070465636997192149e+01,1.285259430189116481e+00,1.025394363002807907e+01,2.494280569810883641e+00
1.080027055199837172e+01,1.321104126667113743e+00,1.034552944800162955e+01,2.528615873332886288e+00
1.089578160368247772e+01,1.357265304839209596e+00,1.043701839631752115e+01,2.563254695160789964e+00
1.099119010719417133e+01,1.393743181606240666e+00,1.052840989280582917e+01,2.598196818393759600e+00
1.108649664167336013e+01,1.430537981834297590e+00,1.061970335832663892e+01,2.633442018165702336e+00
1.118169998115086550e+01,1.467649232129469405e+00,1.071090001884913612e+01,2.668990767870530689e+00
1.127670070559852711e+01,1.505077155203350170e+00,1.080189929440147445e+01,2.704842844796650159e+00
1.137169939187868195e+01,1.542831981702089239e+00,1.089290060812131955e+01,2.741008018297910631e+00
1.146649481881730104e+01,1.580893225995958939e+00,1.098370518118269779e+01,2.777466774004041294e+00
1.156108756413015648e+01,1.619271116585038417e+00,1.107431243586984415e+01,2.814228883414962024e+00
1.165567820234431196e+01,1.657965889872472953e+00,1.116492179765568693e+01,2.851294110127527315e+00
1.175006551720301751e+01,1.696977048041278024e+00,1.125533448279698412e+01,2.888662951958721692e+00
1.184435008410819457e+01,1.736294825357170835e+00,1.134564991589180671e+01,2.926325174642829374e+00
1.193853247519419014e+01,1.775939463956650588e+00,1.143586752480581126e+01,2.964300536043349421e+00
1.203251147924315134e+01,1.815890453885259159e+00,1.152588852075684756e+01,3.002569546114740806e+00
